ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACO,Abony Acquisition Corp. I,9.89,2026-06-11T00:04:52.699836+00:00,False,+0.5%,True,$310.2M,,N/A,False,5.1K,False,$9.89 / SMA_short $9.90,False,0.03%,,N/A,True,19.5M,True,NGM,False,
AAFRF,Airtel Africa Plc,4.55,2026-06-10T23:55:21.583788+00:00,True,+102.7%,True,$16599.3M,,N/A,False,3.5K,False,$4.55 / SMA $4.80,False,0.87%,True,+32.7%,False,757.9M,False,PNK,False,
AAPL,Apple Inc.,291.58,2026-06-10T23:54:55.171549+00:00,False,+49.5%,True,$4282539.0M,False,+21.8%,True,45829.4K,True,$291.58 / SMA $283.81,False,2.16%,False,+16.6%,False,14662.5M,True,NMS,False,
AARTY,Airtel Africa Plc,48.75,2026-06-10T23:55:21.629027+00:00,True,+141.9%,True,$17785.0M,,N/A,False,0.1K,True,$48.75 / SMA $45.99,False,0.00%,True,+32.7%,False,757.9M,False,PNK,False,
AAXBF,AAXBF,0.3,2026-06-11T00:01:16.437362+00:00,False,+20.0%,,N/A,,N/A,False,4.1K,False,$0.30 / SMA_short $0.31,,N/A,,N/A,,N/A,False,PNK,False,
ABAT,American Battery Technology Company,3.075,2026-06-11T00:03:03.752122+00:00,True,+156.3%,True,$419.5M,False,+-85.7%,True,5702.0K,False,$3.08 / SMA $3.24,True,11.06%,True,+697.1%,True,131.3M,True,NCM,False,
ABEV,Ambev S.A.,3.11,2026-06-10T23:55:05.601628+00:00,False,+48.1%,True,$48431.1M,False,+2.4%,True,27742.0K,True,$3.11 / SMA $3.11,False,2.38%,False,+-0.1%,False,4204.6M,True,NYQ,False,
ACDC,ProFrac Holding Corp.,7.39,2026-06-11T00:01:07.649194+00:00,True,+139.9%,True,$1337.0M,False,+-322.4%,True,1491.7K,True,$7.39 / SMA $6.85,True,8.01%,False,+-25.1%,True,33.3M,True,NMS,False,
ACMR,"ACM Research, Inc.",79.96,2026-06-10T23:57:21.878702+00:00,True,+247.2%,True,$5526.0M,False,+-20.0%,True,1379.6K,True,$79.96 / SMA $61.68,True,9.48%,True,+34.2%,True,58.4M,True,NGM,False,
ACP,Abrdn Income Credit Strategies Fund,5.27,2026-06-11T00:02:43.870192+00:00,False,+5.6%,True,$661.2M,,N/A,True,543.6K,True,$5.27 / SMA $5.24,False,1.30%,,N/A,,N/A,True,NYQ,False,
