ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
AACAY,AAC Technologies Holdings Inc.,4.87,2026-07-14T23:11:39.618777+00:00,False,+27.5%,True,$5516.8M,,,False,9.4K,False,$4.87 / SMA $5.42,False,2.54%,,,False,725.2M,False,PNK,False,
AACI,Armada Acquisition Corp. III,9.97,2026-07-14T22:56:12.201462+00:00,False,+2.4%,True,$339.3M,,,False,16.7K,True,$9.97 / SMA $9.95,False,0.12%,,,True,25.1M,True,NGM,False,
AACIU,Armada Acquisition Corp. III,10.14,2026-07-14T23:16:33.137235+00:00,False,+1.9%,,,,,False,4.1K,True,$10.14 / SMA $10.11,False,0.08%,,,True,25.1M,True,NGM,False,
AACO,Abony Acquisition Corp. I,9.98,2026-07-14T23:27:24.636117+00:00,False,+1.4%,True,$313.0M,,N/A,False,13.5K,True,$9.98 / SMA $9.92,False,0.05%,,N/A,True,19.5M,True,NGM,False,
AACOU,Abony Acquisition Corp. I,10.07,2026-07-14T23:16:37.758098+00:00,False,+1.5%,,,,,False,2.1K,True,$10.07 / SMA $10.02,False,0.55%,,,True,19.5M,True,NGM,False,
AAFRF,Airtel Africa Plc,4.31,2026-07-14T23:17:59.749508+00:00,False,+69.0%,True,$15682.4M,,N/A,False,2.7K,False,$4.31 / SMA $4.73,False,1.12%,True,+32.7%,False,749.2M,False,PNK,False,
AAGIY,AIA Group Limited,38.16,2026-07-14T23:10:24.916688+00:00,False,+10.8%,True,$98311.3M,,,False,465.6K,False,$38.16 / SMA $40.05,False,1.49%,,,False,2615.0M,False,PNK,False,
AAOI,"Applied Optoelectronics, Inc.",125.45,2026-07-14T22:58:33.326238+00:00,True,+578.1%,True,$10066.5M,False,+-5.6%,True,11947.4K,False,$125.45 / SMA $164.30,True,10.95%,True,+51.4%,True,76.3M,True,NGM,False,
AAP,"Advance Auto Parts, Inc.",55.41,2026-07-14T23:12:03.472107+00:00,False,+46.2%,True,$3342.8M,True,+56.0%,True,1890.3K,False,$55.41 / SMA $56.78,True,4.64%,,,True,60.0M,True,NYQ,False,
AAPL,Apple Inc.,314.86,2026-07-14T23:17:12.365944+00:00,False,+56.3%,True,$4624460.8M,False,+21.8%,True,54598.5K,True,$314.86 / SMA $299.55,False,2.70%,False,+16.6%,False,14662.4M,True,NMS,False,
AARTY,Airtel Africa Plc,45.37,2026-07-14T23:18:00.131810+00:00,True,+125.2%,True,$16508.4M,,N/A,False,0.1K,False,$45.37 / SMA $47.05,False,0.00%,True,+32.7%,False,749.2M,False,PNK,False,
AAUC,Allied Gold Corporation,22.6,2026-07-14T23:12:04.530451+00:00,True,+98.2%,True,$2844.9M,False,+-461.5%,True,694.0K,False,$22.60 / SMA $26.07,True,4.08%,False,+13.8%,True,93.1M,True,NYQ,False,
AAUKF,Anglo American plc,47.89,2026-07-14T22:46:41.771794+00:00,True,+76.2%,True,$51313.6M,,,False,3.1K,False,$47.89 / SMA $51.46,False,0.20%,,,False,951.4M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,43.59,2026-07-14T22:46:47.869950+00:00,False,+60.5%,True,$35523.0M,False,+13.0%,False,23.4K,True,$43.59 / SMA $39.75,False,1.12%,False,+6.8%,False,522.4M,False,PNK,False,
AAXBF,AirAsia Group Berhad,0.35,2026-07-14T23:24:57.204883+00:00,False,+40.0%,,N/A,,N/A,False,0.9K,True,$0.35 / SMA_short $0.30,,N/A,,N/A,,N/A,False,PNK,False,
AB,AllianceBernstein Holding L.P.,37.63,2026-07-14T22:50:23.492428+00:00,False,+7.8%,True,$3514.8M,True,+37.3%,False,309.6K,True,$37.63 / SMA $37.19,False,1.86%,False,+11.5%,True,92.6M,True,NYQ,False,
ABAT,American Battery Technology Company,2.61,2026-07-14T23:25:34.000240+00:00,False,+58.2%,True,$356.0M,False,+-85.7%,True,6404.9K,False,$2.61 / SMA $3.14,True,6.64%,True,+697.1%,True,131.3M,True,NCM,False,
ABBRF,AbraSilver Resource Corp.,10.37,2026-07-14T22:50:53.175567+00:00,True,+180.3%,True,$1669.2M,False,+-50.0%,False,204.2K,False,$10.37 / SMA $11.31,True,7.77%,,,True,137.4M,False,OQX,False,
ABBV,AbbVie Inc.,244.78,2026-07-14T23:10:18.554047+00:00,False,+32.6%,True,$432475.5M,False,+-45.8%,True,7180.7K,True,$244.78 / SMA $225.47,False,2.65%,False,+12.4%,False,1763.6M,True,NYQ,False,
