ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
A,"Agilent Technologies, Inc.",136.1,2026-07-16T23:49:41.283417+00:00,False,+25.6%,True,$38439.0M,True,+60.0%,True,2373.3K,True,$136.10 / SMA $126.54,False,2.69%,False,+10.0%,False,281.5M,True,NYQ,False,
AAON,"AAON, Inc.",113.2,2026-07-16T23:50:06.059930+00:00,True,+82.6%,True,$9272.4M,True,+37.1%,True,1136.4K,False,$113.20 / SMA $127.75,True,5.42%,True,+54.3%,True,68.2M,True,NMS,False,
AAT,"American Assets Trust, Inc.",25.85,2026-07-16T23:55:56.449981+00:00,False,+45.9%,True,$2005.2M,False,+-88.6%,False,399.3K,True,$25.85 / SMA $23.37,False,1.93%,False,+1.8%,True,48.2M,True,NYQ,False,
AAVXF,ABIVAX Société Anonyme,80.03,2026-07-16T23:50:08.323209+00:00,True,+999.3%,True,$6975.5M,True,+26.5%,False,0.0K,False,$80.03 / SMA $107.15,False,0.62%,,N/A,True,60.6M,False,PNK,False,
ABCB,Ameris Bancorp,93.17,2026-07-16T23:51:58.910906+00:00,False,+44.1%,True,$6269.6M,True,+28.3%,True,522.9K,True,$93.17 / SMA $86.89,False,2.08%,False,+10.5%,True,59.7M,True,NYQ,False,
ABSI,Absci Corporation,8.23,2026-07-16T23:56:20.965242+00:00,True,+267.4%,True,$1394.2M,False,+9.5%,True,6109.9K,True,$8.23 / SMA $7.60,True,10.68%,False,+-81.8%,True,148.7M,True,NMS,False,
ABT,Abbott Laboratories,98.83,2026-07-16T23:49:24.575436+00:00,False,+20.6%,True,$172143.4M,False,+-19.7%,True,13125.1K,True,$98.83 / SMA $88.78,False,2.82%,False,+7.8%,False,1731.1M,True,NYQ,False,
ABVX,ABIVAX Société Anonyme,137.77,2026-07-16T23:50:08.950645+00:00,True,+1308.0%,True,$12008.1M,True,+26.5%,True,2065.8K,True,$137.77 / SMA $116.87,True,6.11%,,N/A,True,60.6M,True,NGM,True,
ACAAU,Averin Capital Acquisition Corp.,10.08,2026-07-16T23:58:30.453875+00:00,False,+1.3%,,N/A,,N/A,False,5.8K,True,$10.08 / SMA $10.05,False,0.32%,,N/A,True,26.0M,True,NGM,False,
ACDSF,CapitaLand Ascendas REIT,1.89,2026-07-16T23:50:11.428629+00:00,False,+9.9%,True,$9441.0M,,N/A,False,15.0K,False,$1.89 / SMA $1.93,False,0.02%,,N/A,False,3094.3M,False,PNK,False,
ACGLN,Arch Capital Group Ltd.,16.37,2026-07-16T23:49:41.074278+00:00,False,+4.6%,,N/A,,N/A,False,44.4K,True,$16.37 / SMA $16.23,False,1.25%,False,+-4.7%,False,335.7M,True,NMS,False,
ACGP,"Associated Capital Group, Inc.",34.0,2026-07-16T23:56:21.677334+00:00,False,+12.4%,True,$702.1M,False,+-111.1%,False,4.7K,False,$34.00 / SMA $36.78,False,0.76%,False,+18.6%,True,1.7M,False,OQX,False,
ACHR,Archer Aviation Inc.,4.49,2026-07-16T23:52:05.453283+00:00,False,+0.9%,True,$3425.3M,False,+-64.7%,True,42023.3K,False,$4.49 / SMA $5.64,True,6.56%,,N/A,False,642.6M,True,NYQ,False,
ACIW,"ACI Worldwide, Inc.",58.67,2026-07-16T23:52:08.893170+00:00,False,+54.2%,True,$5964.5M,False,+-32.7%,True,921.2K,True,$58.67 / SMA $46.60,True,3.72%,False,+7.9%,True,100.3M,True,NMS,False,
ACKAY,Arçelik Anonim Sirketi,10.7,2026-07-16T23:55:53.183087+00:00,False,+5.7%,True,$1404.2M,,N/A,False,0.6K,False,$10.70 / SMA $11.80,False,0.00%,False,+2.4%,True,5.1M,False,PNK,False,
ACKDF,Auckland International Airport Limited,4.65,2026-07-16T23:50:15.042561+00:00,False,+16.5%,True,$7882.4M,,N/A,False,0.7K,False,$4.65 / SMA $4.95,False,0.00%,,N/A,False,1694.9M,False,PNK,False,
ACLLY,Accelleron Industries AG,94.38,2026-07-16T23:50:10.234033+00:00,False,+23.9%,True,$8875.6M,,N/A,False,0.9K,False,$94.38 / SMA $101.72,False,0.63%,,N/A,True,93.8M,False,PNK,False,
ACOPY,The a2 Milk Company Limited,4.65,2026-07-16T23:53:57.910645+00:00,False,+22.4%,True,$3373.2M,,N/A,False,0.5K,True,$4.65 / SMA $4.25,False,0.99%,,N/A,False,723.0M,False,PNK,False,
ACRS,"Aclaris Therapeutics, Inc.",5.36,2026-07-16T23:58:02.889229+00:00,True,+267.1%,True,$748.6M,False,+-25.0%,True,1631.2K,True,$5.36 / SMA $4.82,True,5.93%,True,+37.2%,True,113.1M,True,NMS,False,
ACSAF,"ACS, Actividades de Construcción y Servicios, S.A.",136.5,2026-07-16T23:49:38.641041+00:00,True,+104.6%,True,$36301.4M,False,+18.7%,False,0.0K,False,$136.50 / SMA $144.26,False,0.00%,False,+4.7%,True,137.6M,False,PNK,False,
