ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
A,A,136.01,2026-06-26T23:59:27.031676+00:00,False,+25.5%,True,$38413.6M,True,+60.0%,True,2237.5K,True,$136.01 / SMA $122.51,True,3.04%,False,+10.0%,False,281.5M,True,NYQ,False,
AAON,"AAON, Inc.",126.78,2026-06-26T23:59:45.845031+00:00,True,+104.5%,True,$10384.8M,True,+37.1%,True,1077.6K,True,$126.78 / SMA $122.52,True,5.75%,True,+54.3%,True,68.2M,True,NMS,True,
AAT,"American Assets Trust, Inc.",25.18,2026-06-27T00:05:17.163825+00:00,False,+42.1%,True,$1953.3M,False,+-88.6%,False,393.6K,True,$25.18 / SMA $22.15,False,2.12%,False,+1.8%,True,48.2M,True,NYQ,False,
AAVXF,ABIVAX Société Anonyme,80.03,2026-06-26T23:59:47.418707+00:00,True,+999.3%,True,$6384.0M,True,+26.5%,False,0.0K,False,$80.03 / SMA $110.52,False,1.78%,,N/A,True,58.2M,False,PNK,False,
ABCB,Ameris Bancorp,91.0,2026-06-27T00:01:34.936767+00:00,False,+41.5%,True,$6123.6M,True,+28.3%,True,512.3K,True,$91.00 / SMA $85.57,False,1.99%,False,+10.5%,True,59.7M,True,NYQ,False,
ABSI,Absci Corporation,10.89,2026-06-27T00:07:03.803280+00:00,True,+386.2%,True,$1844.8M,False,+9.5%,True,5638.3K,True,$10.89 / SMA $5.92,True,13.87%,False,+-81.8%,True,146.0M,True,NMS,False,
ABT,Abbott Laboratories,94.12,2026-06-26T23:59:14.260401+00:00,False,+14.8%,True,$163939.5M,False,+-19.7%,True,12996.2K,True,$94.12 / SMA $89.13,False,2.37%,False,+7.8%,False,1731.1M,True,NYQ,False,
ABVX,ABIVAX Société Anonyme,97.5,2026-06-26T23:59:47.851648+00:00,True,+1246.7%,True,$7777.6M,True,+26.5%,True,1751.9K,False,$97.50 / SMA $111.58,True,8.83%,,N/A,True,58.2M,True,NGM,False,
ACAAU,Averin Capital Acquisition Corp.,10.02,2026-06-27T00:09:00.167702+00:00,False,+0.7%,,N/A,,N/A,False,30.0K,False,$10.02 / SMA $10.04,False,1.96%,,N/A,True,26.0M,True,NGM,False,
ACDSF,CapitaLand Ascendas REIT,1.95,2026-06-26T23:59:49.612525+00:00,False,+13.4%,True,$9740.7M,,N/A,False,15.9K,True,$1.95 / SMA $1.94,False,0.27%,,N/A,False,3094.3M,False,PNK,False,
