ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
A,"Agilent Technologies, Inc.",129.07,2026-07-08T23:55:46.185815+00:00,False,+19.1%,True,$36453.5M,True,+60.0%,True,2345.7K,True,$129.07 / SMA $124.04,False,2.71%,False,+10.0%,False,281.5M,True,NYQ,False,
AAON,"AAON, Inc.",107.98,2026-07-08T23:56:04.328311+00:00,True,+74.2%,True,$8844.8M,True,+37.1%,True,1133.6K,False,$107.98 / SMA $125.17,True,5.76%,True,+54.3%,True,68.2M,True,NMS,False,
AAT,"American Assets Trust, Inc.",25.01,2026-07-09T00:01:34.679471+00:00,False,+41.1%,True,$1940.1M,False,+-88.6%,False,395.1K,True,$25.01 / SMA $22.97,False,2.00%,False,+1.8%,True,48.2M,True,NYQ,False,
AAVXF,ABIVAX Société Anonyme,80.03,2026-07-08T23:56:05.897924+00:00,True,+999.3%,True,$6975.5M,True,+26.5%,False,0.0K,False,$80.03 / SMA $105.53,False,0.62%,,N/A,True,48.1M,False,PNK,False,
ABCB,Ameris Bancorp,88.09,2026-07-08T23:57:50.661003+00:00,False,+36.3%,True,$5927.8M,True,+28.3%,True,530.2K,True,$88.09 / SMA $86.21,False,2.15%,False,+10.5%,True,59.7M,True,NYQ,False,
ABSI,Absci Corporation,11.1,2026-07-09T00:03:25.471854+00:00,True,+395.5%,True,$1880.3M,False,+9.5%,True,5998.7K,True,$11.10 / SMA $6.99,True,11.16%,False,+-81.8%,True,148.8M,True,NMS,False,
ABT,Abbott Laboratories,95.18,2026-07-08T23:55:33.646819+00:00,False,+16.1%,True,$165785.8M,False,+-19.7%,True,13378.7K,True,$95.18 / SMA $89.15,False,2.63%,False,+7.8%,False,1731.2M,True,NYQ,False,
ABVX,ABIVAX Société Anonyme,138.54,2026-07-08T23:56:06.373985+00:00,True,+1684.2%,True,$12075.2M,True,+26.5%,True,2073.1K,True,$138.54 / SMA $113.95,True,7.18%,,N/A,True,48.1M,True,NGM,True,
ACAAU,Averin Capital Acquisition Corp.,10.1199,2026-07-09T00:05:28.638774+00:00,False,+1.7%,,N/A,,N/A,False,2.3K,True,$10.12 / SMA $10.04,False,1.51%,,N/A,True,26.0M,True,NGM,False,
ACDSF,CapitaLand Ascendas REIT,1.92,2026-07-08T23:56:07.801634+00:00,False,+11.6%,True,$9590.8M,,N/A,False,14.9K,False,$1.92 / SMA $1.93,False,0.02%,,N/A,False,3094.3M,False,PNK,False,
ACGLN,Arch Capital Group Ltd.,15.86,2026-07-08T23:55:45.918547+00:00,False,+1.3%,,N/A,,N/A,False,44.0K,False,$15.86 / SMA $16.32,False,1.27%,False,+-4.7%,False,335.7M,True,NMS,False,
ACGP,"Associated Capital Group, Inc.",33.6,2026-07-09T00:03:25.917652+00:00,False,+11.1%,True,$693.8M,False,+-111.1%,False,3.6K,False,$33.60 / SMA $37.45,False,0.60%,False,+18.6%,True,1.7M,False,OQX,False,
ACHR,Archer Aviation Inc.,4.84,2026-07-08T23:57:55.261660+00:00,False,+5.0%,True,$3692.3M,False,+-64.7%,True,41879.4K,False,$4.84 / SMA $5.77,True,7.06%,,N/A,False,642.6M,True,NYQ,False,
ACIW,"ACI Worldwide, Inc.",55.88,2026-07-08T23:57:57.717577+00:00,False,+46.9%,True,$5680.8M,False,+-32.7%,True,881.2K,True,$55.88 / SMA $45.05,True,3.73%,False,+7.9%,True,100.3M,True,NMS,False,
ACKAY,Arçelik Anonim Sirketi,10.52,2026-07-09T00:01:32.441761+00:00,False,+0.0%,True,$1380.6M,,N/A,False,0.6K,False,$10.52 / SMA $12.18,False,0.00%,False,+2.4%,True,5.1M,False,PNK,False,
ACKDF,Auckland International Airport Limited,4.65,2026-07-08T23:56:10.496416+00:00,False,+16.5%,True,$7882.4M,,N/A,False,0.8K,False,$4.65 / SMA $4.93,False,0.00%,,N/A,False,1694.7M,False,PNK,False,
