ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
A,"Agilent Technologies, Inc.",135.44,2026-06-05T23:56:21.066077+00:00,False,+25.0%,True,$38252.6M,True,+60.0%,True,2259.0K,True,$135.44 / SMA $118.24,True,3.13%,False,+10.0%,False,281.5M,True,NYQ,False,
AAON,"AAON, Inc.",132.62,2026-06-05T23:56:44.354592+00:00,True,+113.9%,True,$10863.1M,True,+37.1%,True,1049.8K,True,$132.62 / SMA $110.11,True,6.71%,True,+54.3%,True,68.2M,True,NMS,True,
AAT,"American Assets Trust, Inc.",23.66,2026-06-06T00:02:21.095515+00:00,False,+33.5%,True,$1835.4M,False,+-88.6%,False,375.1K,True,$23.66 / SMA $20.57,False,2.19%,False,+1.8%,True,48.2M,True,NYQ,False,
AAVXF,ABIVAX Société Anonyme,101.25,2026-06-05T23:56:46.536718+00:00,True,+1304.3%,True,$8069.1M,True,+26.5%,False,0.0K,False,$101.25 / SMA $115.40,False,1.16%,,N/A,True,58.2M,False,PNK,False,
ABCB,Ameris Bancorp,85.47,2026-06-05T23:58:37.501845+00:00,False,+43.6%,True,$5751.5M,True,+28.3%,True,513.7K,True,$85.47 / SMA $83.37,False,1.92%,False,+10.5%,True,59.7M,True,NYQ,False,
ABSI,Absci Corporation,6.4,2026-06-06T00:03:45.809942+00:00,True,+185.7%,True,$997.8M,False,+9.5%,True,4715.3K,True,$6.40 / SMA $4.58,True,11.67%,False,+-81.8%,True,146.1M,True,NMS,False,
ABT,Abbott Laboratories,91.07,2026-06-05T23:56:05.597995+00:00,False,+11.1%,True,$158626.9M,False,+-19.7%,True,12664.3K,False,$91.07 / SMA $92.38,False,2.29%,False,+7.8%,False,1731.2M,True,NYQ,False,
ABVX,ABIVAX Société Anonyme,101.53,2026-06-05T23:56:47.116650+00:00,True,+1684.4%,True,$8091.4M,True,+26.5%,True,1450.0K,False,$101.53 / SMA $116.70,True,6.44%,,N/A,True,58.2M,True,NGM,False,
ACAAU,Averin Capital Acquisition Corp.,10.05,2026-06-06T00:05:58.977449+00:00,False,+1.0%,,N/A,,N/A,False,34.4K,True,$10.05 / SMA $10.04,False,0.89%,,N/A,True,5.2M,True,NGM,False,
ACDSF,CapitaLand Ascendas REIT,2.0,2026-06-05T23:56:49.459420+00:00,False,+25.0%,True,$9982.7M,,N/A,False,27.2K,True,$2.00 / SMA $1.95,False,1.26%,,N/A,False,3094.3M,False,PNK,False,
ACGLN,Arch Capital Group Ltd.,16.36,2026-06-05T23:56:20.656707+00:00,False,+0.6%,,N/A,,N/A,False,37.4K,False,$16.36 / SMA $16.87,False,1.00%,False,+-4.7%,False,336.7M,True,NMS,False,
ACGP,"Associated Capital Group, Inc.",37.1,2026-06-06T00:03:47.500115+00:00,False,+22.6%,True,$766.1M,False,+-103.7%,False,2.1K,False,$37.10 / SMA $38.93,False,0.28%,False,+4.5%,True,1.7M,False,OQX,False,
ACHR,Archer Aviation Inc.,5.54,2026-06-05T23:58:43.496679+00:00,False,+15.4%,True,$4226.3M,False,+-64.7%,True,36371.3K,False,$5.54 / SMA $5.96,True,7.18%,,N/A,False,642.0M,True,NYQ,False,
ACIW,"ACI Worldwide, Inc.",42.8,2026-06-05T23:58:46.295406+00:00,False,+12.5%,True,$4351.1M,False,+-32.7%,True,747.7K,True,$42.80 / SMA $42.59,True,3.90%,False,+7.9%,True,100.4M,True,NMS,False,
ACKAY,Arçelik Anonim Sirketi,11.69,2026-06-06T00:02:19.260819+00:00,False,+5.4%,True,$1534.1M,,N/A,False,0.0K,False,$11.69 / SMA $12.77,False,0.50%,False,+2.4%,True,25.7M,False,PNK,False,
ACKDF,Auckland International Airport Limited,4.98,2026-06-05T23:56:52.749990+00:00,False,+24.8%,True,$8441.7M,,N/A,False,0.6K,True,$4.98 / SMA $4.87,False,0.31%,,N/A,False,1694.7M,False,PNK,False,
ACLLY,Accelleron Industries AG,98.42,2026-06-05T23:56:48.289475+00:00,False,+68.2%,True,$9255.5M,,N/A,False,0.9K,False,$98.42 / SMA $101.93,False,0.92%,,N/A,True,93.8M,False,PNK,False,
ACOPY,The a2 Milk Company Limited,3.82,2026-06-06T00:00:21.085008+00:00,False,+0.5%,True,$2771.1M,,N/A,False,0.1K,False,$3.82 / SMA $5.20,False,0.00%,,N/A,False,723.0M,False,PNK,False,
ACRS,"Aclaris Therapeutics, Inc.",4.36,2026-06-06T00:04:10.338273+00:00,True,+224.6%,True,$608.9M,False,+-25.0%,True,1762.4K,True,$4.36 / SMA $4.34,True,5.42%,True,+37.2%,True,113.2M,True,NMS,False,
ACSAF,"ACS, Actividades de Construcción y Servicios, S.A.",143.79,2026-06-05T23:56:18.659547+00:00,True,+125.2%,True,$38240.1M,False,+18.7%,False,0.0K,True,$143.79 / SMA $141.38,False,0.02%,False,+4.7%,True,137.8M,False,PNK,False,
ACXIF,"Acciona, S.A.",292.45,2026-06-05T23:56:35.638667+00:00,True,+71.5%,True,$15940.0M,,N/A,False,0.4K,True,$292.45 / SMA $288.36,True,5.09%,,N/A,True,23.9M,False,PNK,False,
ADAMH,"Adamas Trust, Inc.",25.69,2026-06-06T00:04:12.393625+00:00,False,+4.9%,,N/A,,N/A,False,21.0K,True,$25.69 / SMA $25.47,False,0.45%,,N/A,True,83.9M,True,NGM,False,
ADMA,"ADMA Biologics, Inc.",7.97,2026-06-06T00:00:38.929491+00:00,False,+10.5%,True,$1847.2M,True,+72.7%,True,6990.9K,False,$7.97 / SMA $9.31,True,4.91%,False,+-0.3%,False,226.7M,True,NGM,False,
ADPT,Adaptive Biotechnologies Corporation,16.9,2026-06-06T00:00:34.964857+00:00,True,+72.8%,True,$2704.8M,True,+35.0%,True,1933.8K,True,$16.90 / SMA $14.17,True,5.67%,True,+35.1%,True,125.3M,True,NMS,True,
ADRNY,Koninklijke Ahold Delhaize N.V.,40.73,2026-06-05T23:56:18.942191+00:00,False,+26.3%,True,$35866.0M,False,+3.3%,False,88.6K,False,$40.73 / SMA $45.44,False,1.16%,False,+-4.3%,False,870.5M,False,OQX,False,
ADSE,ADS-TEC Energy PLC,11.36,2026-06-06T00:03:56.060887+00:00,False,+44.0%,True,$852.0M,,N/A,False,7.0K,False,$11.36 / SMA $11.57,True,5.70%,,N/A,,N/A,True,NCM,False,
ADT,ADT Inc.,6.79,2026-06-05T23:58:41.346768+00:00,False,+8.6%,True,$5164.1M,True,+26.7%,True,11279.1K,False,$6.79 / SMA $6.92,False,2.20%,False,+0.9%,False,579.9M,True,NYQ,False,
AEAQ,Activate Energy Acquisition Corp.,10.0,2026-06-06T00:06:04.044502+00:00,False,+2.2%,True,$313.1M,,N/A,False,38.0K,True,$10.00 / SMA $9.95,False,0.06%,,N/A,True,21.4M,True,NGM,False,
AEBI,Aebi Schmidt Holding AG,11.51,2026-06-06T00:02:33.624213+00:00,False,+29.2%,True,$892.1M,False,+-62.6%,False,344.1K,True,$11.51 / SMA $11.43,True,5.56%,True,+82.8%,True,36.8M,True,NMS,False,
AEMFF,AEM Holdings Ltd.,8.125,2026-06-06T00:00:34.151445+00:00,True,+1138.5%,True,$2595.6M,,N/A,False,0.0K,True,$8.12 / SMA $4.34,False,0.00%,,N/A,False,251.9M,False,PNK,False,
AENT,Alliance Entertainment Holding Corporation,5.57,2026-06-06T00:06:03.697685+00:00,True,+85.0%,False,$283.9M,True,+25.0%,False,26.9K,False,$5.57 / SMA $6.82,True,10.04%,False,+21.2%,True,3.2M,True,NCM,False,
AGBK,AGI Inc,6.71,2026-06-06T00:02:27.629629+00:00,False,+4.8%,True,$1073.1M,,N/A,True,590.7K,False,$6.71 / SMA $7.20,True,5.98%,,N/A,True,24.6M,True,NYQ,False,
AGCO,AGCO Corporation,116.41,2026-06-05T23:56:52.558997+00:00,False,+18.1%,True,$8429.1M,True,+442.9%,True,707.9K,False,$116.41 / SMA $116.51,False,2.87%,False,+14.3%,True,60.1M,True,NYQ,False,
AGESY,ageas SA/NV,73.87,2026-06-05T23:56:34.296731+00:00,False,+15.2%,True,$15455.6M,,N/A,False,6.5K,False,$73.87 / SMA $75.45,False,1.60%,,N/A,False,178.8M,False,PNK,False,
AGFMF,AGF Management Limited,12.6,2026-06-06T00:03:46.412726+00:00,False,+47.7%,True,$804.7M,False,+-41.3%,False,3.2K,False,$12.60 / SMA $12.67,False,0.39%,False,+4.9%,True,48.0M,False,PNK,False,
AGL,"agilon health, inc.",96.85,2026-06-06T00:02:20.509187+00:00,True,+1194.8%,True,$1615.8M,True,+302.2%,False,394.2K,True,$96.85 / SMA $46.82,True,14.25%,False,+-7.3%,True,9.8M,True,NYQ,False,
AGNC,AGNC Investment Corp.,10.17,2026-06-05T23:56:42.984658+00:00,False,+12.9%,True,$11674.4M,False,+-950.0%,True,17067.2K,False,$10.17 / SMA $10.33,False,1.52%,False,+-246.2%,False,1140.4M,True,NMS,False,
AGNCZ,AGNC Investment Corp.,25.39,2026-06-05T23:56:42.869732+00:00,False,+3.3%,,N/A,,N/A,False,64.1K,True,$25.39 / SMA $25.23,False,0.41%,False,+-246.2%,False,1140.4M,True,NMS,False,
AGTEF,AGTech Holdings Limited,0.10374,2026-06-06T00:02:19.849076+00:00,True,+1752.5%,True,$1195.4M,,N/A,False,4.6K,True,$0.10 / SMA $0.08,False,0.00%,,N/A,False,2404.6M,False,PNK,False,
AGXKF,Anglo Asian Mining PLC,4.7,2026-06-06T00:04:18.329311+00:00,True,+173.3%,True,$537.4M,,N/A,False,0.4K,True,$4.70 / SMA $3.42,False,1.30%,,N/A,True,59.7M,False,PNK,False,
AHRT,AH REALTY TRUST INC,6.72,2026-06-06T00:04:03.969693+00:00,False,+31.0%,True,$653.7M,False,+-266.0%,True,1392.7K,True,$6.72 / SMA $6.19,False,2.37%,False,+4.3%,True,75.1M,True,NYQ,False,
AIIR,AIR Global PLC,6.91,2026-06-06T00:06:05.106903+00:00,False,+6.2%,True,$1108.3M,,N/A,False,195.0K,False,$6.91 / SMA $9.95,True,11.81%,,N/A,,N/A,True,NCM,False,
AIP,"Arteris, Inc.",34.28,2026-06-06T00:02:16.006506+00:00,True,+353.4%,True,$1582.8M,False,+15.0%,True,786.2K,True,$34.28 / SMA $27.75,True,7.62%,True,+38.7%,True,36.1M,True,NGM,False,
AIPUY,Airports of Thailand Public Company Limited,16.65,2026-06-05T23:56:27.032703+00:00,True,+94.7%,True,$23785.7M,False,+14.3%,False,0.2K,True,$16.65 / SMA $15.12,False,0.11%,False,+3.0%,False,4090.0M,False,PNK,False,
AIQUY,L'Air Liquide S.A.,42.16,2026-06-05T23:56:07.083062+00:00,False,+16.6%,True,$121650.0M,,N/A,False,192.2K,True,$42.16 / SMA $41.47,False,1.24%,,N/A,False,575.8M,False,PNK,False,
AIT,"Applied Industrial Technologies, Inc.",315.29,2026-06-05T23:56:43.702387+00:00,False,+41.3%,True,$11653.0M,False,+3.1%,False,284.2K,True,$315.29 / SMA $295.89,False,2.00%,False,+7.3%,True,36.6M,True,NYQ,False,
AKESF,"Akeso, Inc.",12.1,2026-06-05T23:56:38.667378+00:00,False,+18.4%,True,$11145.8M,,N/A,False,1.2K,False,$12.10 / SMA $16.45,False,2.16%,,N/A,False,721.8M,False,PNK,False,
AKO.B,AKO.B,,2026-06-05T23:58:49.777421+00:00,False,N/A,False,N/A,False,N/A,False,N/A,False,N/A,False,N/A,False,N/A,False,N/A,False,Unknown,False,No price data available
AKR,Acadia Realty Trust,22.4,2026-06-06T00:00:21.698374+00:00,False,+24.2%,True,$3247.1M,True,+2100.0%,True,1125.7K,True,$22.40 / SMA $21.10,False,1.66%,False,+-1.3%,True,132.8M,True,NYQ,False,
AKTS,"Aktis Oncology, Inc.",18.87,2026-06-06T00:02:27.825652+00:00,False,+28.2%,True,$1043.1M,,N/A,False,322.2K,False,$18.87 / SMA $18.97,True,6.46%,,N/A,True,28.2M,True,NMS,False,
AKZOY,Akzo Nobel N.V.,21.83,2026-06-05T23:56:46.116788+00:00,False,+21.0%,True,$11219.6M,True,+350.0%,False,197.4K,True,$21.83 / SMA $20.03,False,1.78%,False,+-8.9%,False,153.8M,False,OQX,False,
ALDFU,Aldel Financial II Inc.,11.09,2026-06-06T00:06:03.203742+00:00,False,+6.1%,,N/A,,N/A,False,0.7K,True,$11.09 / SMA $10.75,True,3.93%,,N/A,True,17.4M,True,NGM,False,
ALFFF,"Sigma Foods, S.A.B. de C.V.",0.93,2026-06-05T23:58:40.856995+00:00,False,+25.7%,True,$5169.4M,True,+151.6%,False,0.1K,False,$0.93 / SMA $1.00,False,0.00%,False,+2.3%,False,5280.3M,False,PNK,False,
ALFRY,Alfresa Holdings Corporation,13.8,2026-06-06T00:00:30.822075+00:00,False,+11.1%,True,$2507.7M,,N/A,False,0.1K,False,$13.80 / SMA $15.54,False,0.54%,,N/A,False,155.2M,False,PNK,False,
ALG,Alamo Group Inc.,149.37,2026-06-06T00:00:40.292950+00:00,False,+2.5%,True,$1817.6M,False,+-8.7%,False,181.0K,False,$149.37 / SMA $162.98,True,3.46%,False,+6.7%,True,12.0M,True,NYQ,False,
ALIT,"Alight, Inc.",0.726,2026-06-06T00:04:19.615371+00:00,False,+51.6%,True,$397.4M,False,+20.0%,True,31764.3K,True,$0.73 / SMA $0.72,True,12.20%,False,+-2.6%,False,463.5M,True,NYQ,False,
ALKEF,Alkane Resources Ltd,1.08,2026-06-06T00:02:20.329670+00:00,True,+151.2%,True,$1475.5M,,N/A,False,372.9K,False,$1.08 / SMA $1.12,True,4.61%,,N/A,False,671.3M,False,OQX,False,
ALKT,"Alkami Technology, Inc.",15.89,2026-06-06T00:00:40.259285+00:00,False,+12.6%,True,$1700.5M,False,+-12.5%,True,1701.1K,False,$15.89 / SMA $16.73,True,5.39%,True,+28.9%,True,59.3M,True,NMS,False,
ALLT,Allot Ltd.,7.395,2026-06-06T00:05:57.467507+00:00,False,+20.8%,True,$361.8M,True,+500.0%,False,412.9K,True,$7.39 / SMA $7.35,True,5.21%,False,+14.1%,True,31.1M,True,NMS,False,
ALOY,REalloys Inc.,12.48,2026-06-06T00:04:12.221333+00:00,True,+198.4%,True,$763.9M,,N/A,True,1856.4K,True,$12.48 / SMA $9.97,True,10.92%,,N/A,True,22.9M,True,NCM,True,
